geography,geographic_area_name,estimate_,margin_of_error_,estimate_citizen_born_in_us,margin_of_error_citizen_born_in_us,estimate_citizen_born_in_puerto_rico_orisland_areas,margin_of_error_citizen_born_in_puerto_rico_orisland_areas,estimate_citizen_born_abroad_of_american_parent_s_,margin_of_error_citizen_born_abroad_of_american_parent_s_,estimate_citizen_by_naturalization,margin_of_error_citizen_by_naturalization,estimate_not_a_citizen,margin_of_error_not_a_citizen,prop_citizen_born_in_us,prop_citizen_born_in_puerto_rico_orisland_areas,prop_citizen_born_abroad_of_american_parent_s_,prop_citizen_by_naturalization,prop_not_a_citizen
0500000US42089,"Monroe County, Pennsylvania",166523.0,*****,144692.0,2682.0,2899.0,1007.0,1611.0,740.0,13918.0,2857.0,3403.0,1068.0,0.8689009926556692,0.01740900656365787,0.009674339280459757,0.0835800459996517,0.020435615500561485
0500000US42091,"Montgomery County, Pennsylvania",879190.0,*****,760789.0,6828.0,4376.0,1547.0,7140.0,2160.0,68535.0,4982.0,38350.0,4604.0,0.8653294509719174,0.004977308659106678,0.008121111477610073,0.07795243348991686,0.04361969540144906
0500000US42095,"Northampton County, Pennsylvania",322989.0,*****,284816.0,3946.0,7487.0,2266.0,2593.0,763.0,17012.0,2506.0,11081.0,3069.0,0.8818133125276713,0.023180355987355607,0.008028137181142392,0.05267052438318333,0.03430766992064745
0500000US42097,"Northumberland County, Pennsylvania",90027.0,*****,86843.0,1118.0,790.0,837.0,417.0,249.0,974.0,561.0,1003.0,809.0,0.9646328323725105,0.008775145234207516,0.004631943750208271,0.010818976529263443,0.011141102113810301
0500000US42101,"Philadelphia County, Pennsylvania",1573916.0,*****,1266576.0,16762.0,35398.0,5485.0,18681.0,5049.0,140777.0,12700.0,112484.0,12521.0,0.8047290960889908,0.02249039974179054,0.011869121350821773,0.08944378226029852,0.0714676005580984
0500000US42107,"Schuylkill County, Pennsylvania",144523.0,*****,134604.0,3306.0,834.0,440.0,1190.0,787.0,5545.0,3069.0,2350.0,1033.0,0.9313673256159919,0.0057707077766168706,0.008233983518194337,0.03836759546923327,0.016260387619963606
0500000US42111,"Somerset County, Pennsylvania",72134.0,*****,70834.0,473.0,182.0,206.0,227.0,164.0,484.0,250.0,407.0,265.0,0.9819779854160313,0.0025230820417556214,0.0031469210081237695,0.006709734660492971,0.005642276873596363
0500000US42125,"Washington County, Pennsylvania",210434.0,*****,203443.0,1496.0,64.0,83.0,1111.0,498.0,3465.0,960.0,2351.0,1179.0,0.9667781822329091,0.0003041333624794472,0.005279565089291655,0.016465970327988824,0.011172148987330944
0500000US42129,"Westmoreland County, Pennsylvania",350935.0,*****,341203.0,1503.0,64.0,92.0,913.0,332.0,6712.0,1200.0,2043.0,934.0,0.9722683687862425,0.0001823699545499879,0.002601621382877171,0.01912604898342998,0.005821590892900395
0500000US42133,"York County, Pennsylvania",471240.0,*****,436241.0,4417.0,9911.0,2604.0,4106.0,1548.0,11561.0,1977.0,9421.0,2918.0,0.9257299889652831,0.021031746031746033,0.008713182242594007,0.02453314659197012,0.019991936168406756
0500000US44003,"Kent County, Rhode Island",172450.0,*****,157220.0,2536.0,1942.0,1158.0,1790.0,1111.0,7893.0,1545.0,3605.0,1410.0,0.9116845462452885,0.01126123514062047,0.010379820237750073,0.045769788344447664,0.0209046100318933
0500000US44005,"Newport County, Rhode Island",83468.0,*****,75190.0,1766.0,835.0,767.0,743.0,423.0,4300.0,1303.0,2400.0,1049.0,0.9008242679829396,0.010003833804571812,0.008901614990175876,0.05151674893372311,0.02875353428858964
0500000US44007,"Providence County, Rhode Island",675912.0,*****,499581.0,10073.0,23467.0,6972.0,8027.0,2277.0,73765.0,7265.0,71072.0,8655.0,0.7391213649114086,0.034719016676727145,0.011875806317982223,0.10913402928191836,0.10514978281196369
0500000US44009,"Washington County, Rhode Island",130333.0,*****,122112.0,1442.0,577.0,550.0,655.0,354.0,4810.0,1111.0,2179.0,1119.0,0.9369231123353257,0.004427121296985415,0.005025588300737342,0.03690546523136888,0.0167187128355827
0500000US45003,"Aiken County, South Carolina",179245.0,*****,170116.0,2136.0,675.0,540.0,2091.0,728.0,3295.0,1202.0,3068.0,1266.0,0.9490697090574354,0.0037657954196769782,0.011665597366732684,0.018382660604200955,0.01711623755195403
0500000US45007,"Anderson County, South Carolina",217183.0,*****,205343.0,2162.0,209.0,245.0,2395.0,1233.0,5613.0,1548.0,3623.0,1055.0,0.9454837625412671,0.0009623220970333774,0.011027566614329852,0.025844564261475345,0.016681784485894385
0500000US45013,"Beaufort County, South Carolina",201775.0,*****,182082.0,3245.0,992.0,646.0,3093.0,1298.0,6266.0,1938.0,9342.0,2840.0,0.9024011894436873,0.004916367240738446,0.015328955519762112,0.031054392268616032,0.04629909552719613
0500000US45015,"Berkeley County, South Carolina",264276.0,*****,238479.0,4298.0,1561.0,1516.0,2655.0,1243.0,8347.0,1907.0,13234.0,2959.0,0.9023861417608864,0.005906703597753863,0.010046315215910638,0.031584404183505124,0.05007643524194403
0500000US45019,"Charleston County, South Carolina",431001.0,*****,394575.0,4353.0,1013.0,674.0,4578.0,1519.0,12356.0,2494.0,18479.0,3512.0,0.9154851148837242,0.002350342574611196,0.010621785100266588,0.028668146941654427,0.04287461049974362
0500000US45035,"Dorchester County, South Carolina",174663.0,*****,161344.0,2612.0,894.0,744.0,3307.0,1648.0,4834.0,1425.0,4284.0,1898.0,0.9237445824244402,0.005118428058604283,0.01893360356801383,0.02767615350703927,0.024527232441902407
0500000US45041,"Florence County, South Carolina",138049.0,*****,130712.0,2180.0,289.0,306.0,1058.0,656.0,1892.0,661.0,4098.0,2342.0,0.9468522046519714,0.002093459568703866,0.007663945410687509,0.013705278560511123,0.0296851118081261
0500000US45043,"Georgetown County, South Carolina",66035.0,*****,64728.0,441.0,65.0,82.0,213.0,219.0,313.0,229.0,716.0,387.0,0.9802074657378663,0.0009843264935261605,0.0032255622018626485,0.0047399106534413565,0.01084273491330355
0500000US45045,"Greenville County, South Carolina",570745.0,*****,507619.0,5800.0,2718.0,1036.0,7567.0,2294.0,24320.0,3636.0,28521.0,4834.0,0.8893971913902006,0.004762196777895558,0.013258110014104372,0.04261097337690212,0.049971528440897424
0500000US45047,"Greenwood County, South Carolina",70041.0,*****,67266.0,866.0,34.0,5.0,496.0,443.0,601.0,330.0,1644.0,745.0,0.9603803486529319,0.00048542996245056467,0.007081566511043531,0.008580688453905569,0.02347196641966848
0500000US45051,"Horry County, South Carolina",413391.0,*****,379394.0,4842.0,1824.0,1150.0,2524.0,850.0,12767.0,2225.0,16882.0,4354.0,0.917760667261745,0.00441228764051467,0.006105599783256046,0.030883594466255916,0.040837850848228434
0500000US45055,"Kershaw County, South Carolina",71698.0,*****,68400.0,687.0,391.0,443.0,537.0,311.0,1678.0,987.0,692.0,602.0,0.9540015063181678,0.005453429663309995,0.007489748668024212,0.02340372116377026,0.009651594186727664
0500000US45057,"Lancaster County, South Carolina",111652.0,*****,103109.0,1554.0,627.0,709.0,53.0,79.0,4734.0,1269.0,3129.0,1135.0,0.9234854727188049,0.005615662952746033,0.0004746892129115466,0.04239959875326908,0.028024576362268478
0500000US45059,"Laurens County, South Carolina",70545.0,*****,68091.0,1001.0,72.0,115.0,151.0,197.0,478.0,332.0,1753.0,959.0,0.9652136933871996,0.0010206251328938975,0.0021404777092635906,0.006775816854490042,0.02484938691615281
0500000US45063,"Lexington County, South Carolina",313774.0,*****,285326.0,3376.0,660.0,463.0,2468.0,812.0,10767.0,2445.0,14553.0,2568.0,0.9093360189180748,0.0021034247579468025,0.007865533791837437,0.03431450661941397,0.046380515912726995
0500000US45073,"Oconee County, South Carolina",82475.0,*****,77454.0,1176.0,77.0,121.0,865.0,531.0,2148.0,886.0,1931.0,985.0,0.9391209457411337,0.0009336162473476811,0.010488026674749924,0.026044255835101546,0.02341315550166717
0500000US45075,"Orangeburg County, South Carolina",83129.0,*****,80566.0,811.0,165.0,276.0,153.0,183.0,1351.0,534.0,894.0,454.0,0.9691684009190535,0.001984866893623164,0.0018405129377232975,0.016251849535059967,0.010754369714540052
0500000US45077,"Pickens County, South Carolina",138207.0,*****,131775.0,1401.0,150.0,218.0,1117.0,602.0,1942.0,667.0,3223.0,1326.0,0.9534611126788078,0.0010853285289457119,0.0080820797788824,0.014051386688083816,0.023320092325280196
0500000US45079,"Richland County, South Carolina",430651.0,*****,390782.0,5640.0,3268.0,1571.0,4832.0,1742.0,16238.0,2444.0,15531.0,5462.0,0.9074215548088823,0.0075885113467749985,0.011220222407471479,0.03770570601252522,0.03606400542434593
0500000US45083,"Spartanburg County, South Carolina",369256.0,*****,329720.0,5593.0,1487.0,840.0,3487.0,1216.0,16265.0,2917.0,18297.0,4789.0,0.8929306497389345,0.004027016487206708,0.009443313040275582,0.044048031717832614,0.04955098901575059
0500000US45085,"Sumter County, South Carolina",104776.0,*****,98391.0,1541.0,549.0,500.0,2452.0,1059.0,1684.0,819.0,1700.0,1170.0,0.9390604718637856,0.005239749560968161,0.02340230587157364,0.016072382988470642,0.016225089715201955
0500000US45091,"York County, South Carolina",303001.0,*****,275891.0,3572.0,1104.0,654.0,2894.0,1195.0,10882.0,2576.0,12230.0,2740.0,0.9105283480912604,0.003643552331510457,0.009551123593651506,0.035914072890848546,0.040362903092729066
0500000US46083,"Lincoln County, South Dakota",75244.0,*****,71436.0,1130.0,0.0,179.0,165.0,197.0,1721.0,943.0,1922.0,871.0,0.9493913135931105,0.0,0.002192865876348945,0.02287225559513051,0.025543564935410133
0500000US46099,"Minnehaha County, South Dakota",208639.0,*****,192737.0,2174.0,450.0,363.0,1251.0,641.0,6163.0,1424.0,8038.0,2104.0,0.9237822267169609,0.002156835490967652,0.005996002664890073,0.029539060290741423,0.038525874836439974
0500000US46103,"Pennington County, South Dakota",115979.0,*****,110691.0,1357.0,0.0,179.0,1074.0,556.0,1651.0,631.0,2563.0,1126.0,0.9544055389337724,0.0,0.009260297122754982,0.014235335707326326,0.022098828236146197
0500000US47001,"Anderson County, Tennessee",81449.0,*****,78503.0,838.0,51.0,96.0,744.0,411.0,1360.0,652.0,791.0,429.0,0.9638301268278309,0.000626158700536532,0.009134550454885879,0.016697565347640855,0.009711598669105821
0500000US47009,"Blount County, Tennessee",142211.0,*****,136267.0,1350.0,225.0,311.0,864.0,554.0,2398.0,987.0,2457.0,988.0,0.9582029519516775,0.0015821560920041347,0.006075479393295878,0.0168622680383374,0.01727714452468515
0500000US47011,"Bradley County, Tennessee",113782.0,*****,104538.0,1961.0,0.0,230.0,1282.0,780.0,3508.0,1468.0,4454.0,1614.0,0.9187569211298799,0.0,0.011267160007734088,0.030830887135047724,0.03914503172733824
0500000US47035,"Cumberland County, Tennessee",65618.0,*****,63873.0,666.0,94.0,161.0,337.0,278.0,1018.0,438.0,296.0,319.0,0.9734066871894906,0.0014325337559815904,0.005135785912402085,0.015514035782864458,0.004510957359261178
0500000US47037,"Davidson County, Tennessee",729505.0,*****,607608.0,9461.0,1298.0,890.0,9354.0,3472.0,42011.0,5668.0,69234.0,8800.0,0.8329045037388366,0.0017792886957594533,0.012822393266667124,0.05758836471305886,0.09490544958567795
0500000US47063,"Hamblen County, Tennessee",67715.0,*****,60661.0,1407.0,235.0,293.0,49.0,93.0,2213.0,1216.0,4557.0,1293.0,0.8958281030790815,0.0034704275271357898,0.0007236210588495902,0.03268108986192129,0.06729675847301189
0500000US47065,"Hamilton County, Tennessee",386256.0,*****,349747.0,4165.0,1180.0,725.0,4846.0,2167.0,11211.0,1857.0,19272.0,3938.0,0.9054797854272814,0.0030549687254049127,0.01254608342653577,0.029024791847893625,0.0498943705728843
0500000US47093,"Knox County, Tennessee",506748.0,*****,468724.0,3833.0,758.0,545.0,3868.0,1079.0,13805.0,2540.0,19593.0,3628.0,0.9249646767229471,0.001495812514306914,0.0076329852313181306,0.027242337414257186,0.038664188117170664
0500000US47113,"Madison County, Tennessee",100409.0,*****,95748.0,1628.0,0.0,230.0,231.0,259.0,991.0,626.0,3439.0,1502.0,0.953579858379229,0.0,0.0023005905845093566,0.009869633200211137,0.03424991783605055
0500000US47119,"Maury County, Tennessee",113411.0,*****,105094.0,1635.0,0.0,230.0,857.0,575.0,2698.0,893.0,4762.0,1599.0,0.9266649619525443,0.0,0.007556586221795064,0.023789579494052606,0.04198887233160804
0500000US47125,"Montgomery County, Tennessee",246025.0,*****,217522.0,5815.0,3124.0,1463.0,6826.0,2108.0,8121.0,1822.0,10432.0,4897.0,0.8841459201300681,0.012697896555228128,0.02774514785082817,0.03300884056498323,0.04240219489889239
0500000US47141,"Putnam County, Tennessee",84894.0,*****,80437.0,1857.0,559.0,769.0,917.0,1081.0,929.0,520.0,2052.0,1534.0,0.9474992343392937,0.006584682074115956,0.01080170565646571,0.010943058402242797,0.02417131952788183
0500000US47147,"Robertson County, Tennessee",78459.0,*****,73983.0,1570.0,0.0,230.0,308.0,256.0,1303.0,888.0,2865.0,1680.0,0.9429510954766184,0.0,0.003925617201340828,0.016607400043334736,0.036515887278706076
0500000US47149,"Rutherford County, Tennessee",376996.0,*****,328334.0,4773.0,1077.0,698.0,6298.0,2042.0,17147.0,2476.0,24140.0,3194.0,0.8709217073921208,0.002856794236543624,0.01670574754108797,0.04548324120149816,0.06403250962874937
0500000US47155,"Sevier County, Tennessee",100184.0,*****,89175.0,2054.0,78.0,135.0,605.0,396.0,2096.0,945.0,8230.0,1786.0,0.8901121935638425,0.000778567435917911,0.00603888844526072,0.020921504431845404,0.08214884612313343
0500000US47157,"Shelby County, Tennessee",910530.0,*****,828651.0,6356.0,897.0,679.0,4546.0,1365.0,29137.0,3694.0,47299.0,5057.0,0.9100754505617608,0.000985140522552799,0.004992696561343393,0.032000043930458084,0.05194666842388499
0500000US47163,"Sullivan County, Tennessee",162703.0,*****,157969.0,1319.0,209.0,269.0,1012.0,675.0,1654.0,631.0,1859.0,962.0,0.9709040398763391,0.001284549147833783,0.00621992218951095,0.010165762155584101,0.01142572663073207
0500000US47165,"Sumner County, Tennessee",211721.0,*****,199713.0,1802.0,546.0,485.0,1991.0,928.0,4043.0,1092.0,5428.0,1484.0,0.9432838499723692,0.0025788655825355064,0.009403885301883139,0.019095885623060537,0.02563751352015152
0500000US47179,"Washington County, Tennessee",139642.0,*****,132704.0,1225.0,252.0,302.0,979.0,460.0,2950.0,928.0,2757.0,967.0,0.9503158075650592,0.0018046146574812736,0.007010784720929233,0.021125449363372052,0.01974334369315822
0500000US47187,"Williamson County, Tennessee",269136.0,*****,244140.0,3012.0,199.0,324.0,2888.0,1188.0,11200.0,1873.0,10709.0,2739.0,0.9071250222935616,0.0007394031270435765,0.010730634326139944,0.04161464835622139,0.03979029189703347
0500000US47189,"Wilson County, Tennessee",169948.0,*****,150593.0,4446.0,835.0,494.0,1336.0,554.0,7419.0,1752.0,9765.0,4385.0,0.8861122225621955,0.004913267587732718,0.007861228140372349,0.043654529620825194,0.05745875208887424
0500000US48005,"Angelina County, Texas",88094.0,*****,81140.0,1595.0,69.0,126.0,845.0,782.0,2124.0,990.0,3916.0,1404.0,0.921061593298068,0.0007832542511408268,0.009592026698753604,0.024110609122074148,0.04445251662996345
0500000US48021,"Bastrop County, Texas",114931.0,*****,94689.0,2370.0,880.0,733.0,2133.0,1388.0,5454.0,1519.0,11775.0,2521.0,0.8238769348565661,0.007656767973827775,0.018558961463834824,0.04745455969233714,0.10245277601343415
0500000US48027,"Bell County, Texas",399578.0,*****,344026.0,4576.0,9158.0,2152.0,10005.0,1887.0,20294.0,2844.0,16095.0,3913.0,0.8609733268598371,0.022919179734620022,0.025038916056439545,0.05078858195396143,0.04027999539514188
0500000US48029,"Bexar County, Texas",2127737.0,*****,1738014.0,20871.0,17142.0,3753.0,45135.0,5631.0,131827.0,9294.0,195619.0,16923.0,0.8168368553068354,0.008056446825900005,0.02121267807064501,0.0619564354053156,0.091937584391304
0500000US48037,"Bowie County, Texas",91992.0,*****,87192.0,1290.0,218.0,256.0,286.0,320.0,877.0,562.0,3419.0,1406.0,0.9478215496999739,0.002369771284459518,0.003108965997043221,0.009533437690233933,0.037166275328289415
0500000US48039,"Brazoria County, Texas",413224.0,*****,345503.0,5753.0,2505.0,1273.0,3718.0,1122.0,35449.0,4238.0,26049.0,4344.0,0.8361155208797165,0.006062087390858227,0.008997541285114126,0.08578640156428474,0.06303844888002633
0500000US48041,"Brazos County, Texas",249624.0,*****,213202.0,4278.0,43.0,75.0,3692.0,1310.0,12925.0,2825.0,19762.0,3221.0,0.8540925552030254,0.0001722590776527898,0.014790244527769766,0.05177787392237926,0.07916706726917283
0500000US48061,"Cameron County, Texas",431874.0,*****,325831.0,5774.0,1081.0,767.0,3288.0,1067.0,38242.0,3579.0,63432.0,5013.0,0.7544584763148511,0.002503044869568439,0.007613331666180414,0.08854897493250347,0.14687617221689658
0500000US48085,"Collin County, Texas",1254658.0,*****,912982.0,12067.0,5875.0,3367.0,18982.0,2912.0,163550.0,8960.0,153269.0,10918.0,0.7276739956227115,0.004682550942169101,0.015129222465404915,0.13035424793051173,0.12215998303920271
0500000US48091,"Comal County, Texas",201628.0,*****,186891.0,2857.0,1392.0,1170.0,3170.0,1451.0,5963.0,1516.0,4212.0,1587.0,0.9269099529827206,0.006903803043228123,0.01572202273493761,0.02957426547900093,0.020889955760112683
0500000US48099,"Coryell County, Texas",86370.0,*****,75856.0,1998.0,2041.0,1182.0,2884.0,1355.0,3209.0,1021.0,2380.0,781.0,0.8782679171008452,0.023630890355447493,0.03339122380456177,0.0371541044344101,0.02755586430473544
0500000US48113,"Dallas County, Texas",2656028.0,*****,1945179.0,19479.0,6803.0,2132.0,35058.0,5018.0,233872.0,10986.0,435116.0,18940.0,0.7323638907421157,0.0025613434798127128,0.013199409042374554,0.08805328859484915,0.1638220681408479
0500000US48121,"Denton County, Texas",1045120.0,*****,826448.0,8861.0,6245.0,2051.0,16306.0,3593.0,106495.0,7443.0,89626.0,7734.0,0.7907685241886099,0.005975390385793019,0.015602036129822413,0.10189738977342315,0.0857566595223515
0500000US48135,"Ector County, Texas",170022.0,*****,132949.0,6001.0,1800.0,1340.0,3204.0,2001.0,10320.0,2256.0,21749.0,5128.0,0.781951747420922,0.010586865229205633,0.018844620107986026,0.06069802731411229,0.12791873992777406
0500000US48139,"Ellis County, Texas",232387.0,*****,211138.0,3071.0,135.0,141.0,2146.0,986.0,10669.0,1907.0,8299.0,1999.0,0.9085620107837358,0.0005809275045505987,0.009234595739004333,0.045910485526298804,0.03571198044641051
0500000US48141,"El Paso County, Texas",875784.0,*****,662486.0,8549.0,4696.0,1403.0,15597.0,3303.0,97170.0,6392.0,95835.0,7522.0,0.7564490787682807,0.005362052743598879,0.017809185826642187,0.1109520155654819,0.10942766709599627
0500000US48157,"Fort Bend County, Texas",958434.0,*****,643522.0,11287.0,2131.0,1055.0,18212.0,4355.0,174601.0,9850.0,119968.0,10017.0,0.6714306879764282,0.0022234186182877487,0.01900183006863279,0.1821732117182821,0.12517085161836913
0500000US48167,"Galveston County, Texas",367407.0,*****,322418.0,4178.0,795.0,790.0,5424.0,1620.0,19699.0,2590.0,19071.0,3617.0,0.8775499650251628,0.0021638128832602538,0.01476291959597939,0.05361628929225627,0.051907013203341255
0500000US48181,"Grayson County, Texas",150532.0,*****,135419.0,2204.0,126.0,176.0,1288.0,552.0,4116.0,1236.0,9583.0,2290.0,0.899602742274068,0.0008370313288868812,0.008556320250843675,0.027343023410304784,0.06366088273589669
0500000US48183,"Gregg County, Texas",126679.0,*****,116376.0,1791.0,106.0,200.0,1085.0,786.0,3696.0,1229.0,5416.0,1323.0,0.9186684454408387,0.0008367606312016987,0.008564955517489087,0.02917610653699508,0.042753731873475476
0500000US48187,"Guadalupe County, Texas",195166.0,*****,170571.0,3459.0,1947.0,1226.0,4014.0,1316.0,9057.0,2070.0,9577.0,2699.0,0.8739790742239939,0.009976122890257524,0.02056710697560026,0.04640664869905619,0.049071047211092095
0500000US48201,"Harris County, Texas",5009302.0,*****,3495311.0,25822.0,17838.0,3673.0,74442.0,9283.0,556334.0,17752.0,865377.0,24280.0,0.6977640797061148,0.0035609751618089704,0.014860753055016447,0.11106018363436662,0.1727540084426932
0500000US48203,"Harrison County, Texas",71370.0,*****,67776.0,1290.0,48.0,91.0,1300.0,901.0,885.0,491.0,1361.0,719.0,0.9496427070197562,0.0006725514922236234,0.018214936247723135,0.012400168137873056,0.019069637102423986
0500000US48209,"Hays County, Texas",292029.0,*****,255519.0,5227.0,1180.0,809.0,3930.0,1252.0,12915.0,2884.0,18485.0,4844.0,0.8749781699762694,0.004040694588551137,0.013457567570344041,0.0442250598399474,0.06329850802488794
0500000US48213,"Henderson County, Texas",87467.0,*****,81635.0,1277.0,62.0,100.0,691.0,462.0,2322.0,760.0,2757.0,872.0,0.933323424834509,0.0007088387620474007,0.007900122331850869,0.026547154927001042,0.03152045914459167
0500000US48215,"Hidalgo County, Texas",914820.0,*****,667605.0,9813.0,874.0,545.0,8633.0,2353.0,72896.0,4266.0,164812.0,8688.0,0.7297665114448744,0.0009553792002798365,0.009436829102992938,0.07968343499267616,0.18015784525917666
0500000US48221,"Hood County, Texas",69126.0,*****,64674.0,1263.0,156.0,142.0,482.0,360.0,1015.0,485.0,2799.0,1257.0,0.9355958684142002,0.002256748546133148,0.0069727743540780604,0.01468333188669965,0.04049127679888898
0500000US48231,"Hunt County, Texas",118729.0,*****,106624.0,2430.0,0.0,242.0,1465.0,737.0,3447.0,1027.0,7193.0,2413.0,0.898045127980527,0.0,0.01233902416427326,0.029032502589931692,0.060583345265267964
0500000US48245,"Jefferson County, Texas",253948.0,*****,218580.0,4693.0,1665.0,1438.0,1441.0,898.0,13477.0,2740.0,18785.0,3753.0,0.8607273930095926,0.006556460377715123,0.0056743900326051006,0.053069919826106135,0.07397183675398113
0500000US48251,"Johnson County, Texas",210547.0,*****,192401.0,3432.0,412.0,415.0,2039.0,1059.0,5542.0,1504.0,10153.0,3118.0,0.9138149676794255,0.0019568077436391876,0.009684298517670638,0.02632191387196208,0.0482220121873026
0500000US48257,"Kaufman County, Texas",197829.0,*****,177420.0,3153.0,449.0,583.0,863.0,556.0,10228.0,2707.0,8869.0,1983.0,0.8968351455044508,0.002269636908643323,0.00436235334556612,0.051701216707358374,0.04483164753398137
0500000US48291,"Liberty County, Texas",115042.0,*****,93777.0,5165.0,816.0,1190.0,1610.0,2158.0,4236.0,1962.0,14603.0,4286.0,0.8151544653257071,0.007093061664435597,0.013994888823212393,0.036821334816849495,0.1269362493697954
0500000US48303,"Lubbock County, Texas",327394.0,*****,303522.0,3242.0,781.0,554.0,3001.0,991.0,8164.0,1642.0,11926.0,2543.0,0.9270847969113667,0.0023855049267854636,0.009166325589351057,0.024936315265398877,0.03642705730709787
0500000US48309,"McLennan County, Texas",270358.0,*****,244172.0,3579.0,834.0,644.0,1662.0,807.0,9777.0,2103.0,13913.0,3396.0,0.9031432397043919,0.0030847986743503058,0.006147404552482264,0.03616316143779729,0.051461395630978186
0500000US48329,"Midland County, Texas",183587.0,*****,157228.0,4994.0,897.0,675.0,1664.0,1562.0,9071.0,2338.0,14727.0,4252.0,0.8564222956963183,0.0048859668712926295,0.00906382260181821,0.04940981659921454,0.08021809823135626
0500000US48339,"Montgomery County, Texas",749613.0,*****,614265.0,8260.0,3713.0,2252.0,12462.0,3106.0,50754.0,5307.0,68419.0,6953.0,0.8194428325015708,0.0049532225294918845,0.016624578282393714,0.06770693677937815,0.09127242990716543
0500000US48347,"Nacogdoches County, Texas",65728.0,*****,60125.0,1064.0,0.0,242.0,251.0,218.0,1019.0,548.0,4333.0,1144.0,0.914754746835443,0.0,0.0038187682570593965,0.015503286270691334,0.06592319863680624
0500000US48355,"Nueces County, Texas",353125.0,*****,316583.0,5758.0,1516.0,1102.0,3456.0,1449.0,10436.0,1761.0,21134.0,5440.0,0.8965182300884956,0.004293097345132744,0.009786902654867256,0.029553274336283186,0.05984849557522124
0500000US48361,"Orange County, Texas",86115.0,*****,83253.0,1128.0,0.0,242.0,299.0,244.0,1885.0,845.0,678.0,476.0,0.966765371886431,0.0,0.003472101259943099,0.02188933403007606,0.007873192823549905
0500000US48367,"Parker County, Texas",179707.0,*****,170720.0,1818.0,128.0,208.0,1603.0,749.0,4183.0,1205.0,3073.0,1260.0,0.9499908183877089,0.0007122705292503909,0.008920075456159193,0.023276778311362385,0.01710005731551915
0500000US48375,"Potter County, Texas",114649.0,*****,97147.0,2170.0,450.0,505.0,782.0,586.0,5920.0,1771.0,10350.0,1908.0,0.8473427592041797,0.003925023332083141,0.006820818323753369,0.05163586250207154,0.09027553663791224
0500000US48381,"Randall County, Texas",150547.0,*****,141418.0,1742.0,157.0,252.0,1524.0,1018.0,4320.0,1181.0,3128.0,1686.0,0.9393611297468565,0.0010428636904089752,0.010123084485243811,0.028695357595966708,0.02077756448152404
0500000US48397,"Rockwall County, Texas",137044.0,*****,123968.0,2556.0,44.0,2.0,1142.0,735.0,7654.0,1597.0,4236.0,2024.0,0.9045853886343073,0.0003210647675199206,0.00833309010244885,0.055850675695397096,0.030909780800326903
0500000US48409,"San Patricio County, Texas",71467.0,*****,62811.0,2606.0,334.0,381.0,227.0,224.0,1936.0,991.0,6159.0,2354.0,0.8788811619348791,0.004673485664712385,0.003176291155358417,0.027089425888871786,0.08617963535617838
0500000US48423,"Smith County, Texas",249091.0,*****,225469.0,2890.0,99.0,168.0,2250.0,890.0,7251.0,1886.0,14022.0,2717.0,0.9051671878951869,0.00039744511042149255,0.009032843418670285,0.029109843390568105,0.05629268018515322
0500000US48427,"Starr County, Texas",66587.0,*****,48457.0,2400.0,0.0,242.0,378.0,422.0,5747.0,1293.0,12005.0,2269.0,0.7277246309339661,0.0,0.005676783756589124,0.08630813822517909,0.1802904470842657
0500000US48439,"Tarrant County, Texas",2230708.0,*****,1769191.0,16738.0,11422.0,3232.0,32535.0,5185.0,179826.0,11538.0,237734.0,15603.0,0.7931073901200875,0.005120347441260801,0.014585055507040813,0.08061386788409779,0.10657333904751316
0500000US48441,"Taylor County, Texas",148813.0,*****,140444.0,1708.0,266.0,425.0,1735.0,785.0,3402.0,926.0,2966.0,1136.0,0.9437616337282361,0.0017874782445082083,0.011658927647450155,0.02286090596923656,0.019931054410568968
0500000US48451,"Tom Green County, Texas",120103.0,*****,110071.0,2796.0,343.0,424.0,2082.0,1721.0,4178.0,1360.0,3429.0,1527.0,0.9164716951283481,0.0028558820345869797,0.017335120688076067,0.034786807989808745,0.028550494159180036
0500000US48453,"Travis County, Texas",1363767.0,*****,1062732.0,12522.0,3850.0,1594.0,19282.0,3387.0,109504.0,7992.0,168399.0,12001.0,0.7792621466863474,0.0028230628839090548,0.014138778838320622,0.08029524104924081,0.12348077054218205
0500000US48467,"Van Zandt County, Texas",65304.0,*****,62740.0,853.0,0.0,242.0,436.0,292.0,938.0,456.0,1190.0,740.0,0.960737473967904,0.0,0.006676466985177018,0.014363591816734043,0.01822246723018498
0500000US48469,"Victoria County, Texas",91949.0,*****,84050.0,2422.0,460.0,418.0,439.0,356.0,2524.0,1028.0,4476.0,1827.0,0.9140936823673993,0.005002773276490229,0.00477438580082437,0.027449999456220297,0.04867915909906579
0500000US48471,"Walker County, Texas",83722.0,*****,75744.0,2408.0,291.0,656.0,1997.0,1680.0,2564.0,1464.0,3126.0,1336.0,0.9047084398366021,0.003475788920474905,0.023852750770406824,0.030625164234012566,0.03733785623850362
0500000US48473,"Waller County, Texas",65109.0,*****,52315.0,2455.0,0.0,242.0,332.0,389.0,4515.0,1986.0,7947.0,2178.0,0.8034987482529297,0.0,0.005099141439739514,0.06934525180850573,0.12205685849882504
